category,rating,label,text,word_count,excl_count
Clothing_Shoes_and_Jewelry_5,3,CG,"It's cute, but better for a costume than a night out.

The only reason I",15,0
Tools_and_Home_Improvement_5,5,CG,I love coffee made in the USA and the taste is good. I have a large cup of coffee and am very happy with the taste and the quality. I would definitely recommend this product. It is a good value for the price. I bought this to replace a broken one I had.,53,0
Pet_Supplies_5,4,OR,"Good overall, but my cats don't seem to like tuna, so a third of this is not well received by the kitty landlords",23,0
Clothing_Shoes_and_Jewelry_5,3,CG,"This kimono feels damp & looks cheap, but it is worth it.",12,0
Movies_and_TV_5,4,CG,"They aren't reinventing the wheel, they're just trying to reinvent it.

The movie has a couple of interesting twists and turns, but they're all very predictable. The plot is contrived and confusing, and the acting is horrible. There are some very funny moments, but most of the time they're just filler.

The story is contrived and confusing, and the acting is horrible. There are some very funny moments, but most of the time they're just filler.

The movie is contrived and confusing, and the acting is horrible. There are some very funny moments, but most of the time they're just filler.

The movie is contrived and confusing, and the acting is horrible. There are some very funny moments, but most of the time they're just filler.

The movie is contrived and confusing, and the acting is horrible. There are some very funny moments, but most of the time they're just filler.

The movie is contrived and confusing, and the acting is horrible. There are some very funny moments, but most of the time they're just filler.

The movie is contrived and confusing, and the acting is horrible. There are some very funny moments, but most of the time they're just filler.

The movie is contrived and confusing, and the acting is horrible. There are some very funny moments, but most of the time they're just filler.

The movie is contrived and confusing, and the acting is horrible. There are some very funny moments, but most of the time they're just filler.

The movie is contrived and",256,0
Books_5,5,CG,love all her books and this one is the best. I will keep my eyes peeled for the next one,20,0
Sports_and_Outdoors_5,5,OR,It didn't match with my 5.11 bag but quality was great. Bug enough to hold my Samsung S8 note with case.,21,0
Clothing_Shoes_and_Jewelry_5,5,OR,I've tried several nursing bras and they all are too small or uncomfortable. This one was the best I tried so I went back and bought another.,27,0
Pet_Supplies_5,5,CG,Works well. turquoise in case of an emergency. We love this collar.,12,0
Home_and_Kitchen_5,5,CG,I love these!  They are a nice quality and they fit perfectly on my table!  They,16,2
Electronics_5,3,CG,"I am truly perplexed by this device, as it is a mere computer that is totally useless and doesn't provide any functionality to the rest of the world.

This is a device that is not designed to be used for your everyday use. If you are looking for something that does not allow you to use a mouse or keyboard, then this is the device to buy. I highly recommend it.It works! I installed it right on my desk and it works well. I have not used it yet, but I have been using it for a while now. I have a ton of windows 8 PCs and am still using it for some work.Works perfectly.  It is a very good product for the price.  The only issue is that I can't get it to read my files.  I can't even get it to read my pictures.  I wish it had a USB port.Works as advertised.This is my second pair of Samsung Galaxy Note II cases.  This one is the best looking.  The only problem I have with it is the color.  The color is very very dark.  The two I ordered had very different colors.  I wish the color",200,1
Pet_Supplies_5,5,OR,I have three cats and finding something that was safe and gentle was very important. This product was great for their sensitive skin and smelled pleasant too which is always a plus. I will be ordering some very soon.,39,0
Movies_and_TV_5,4,CG,"Lovely movie. I was a little disappointed, as the film was a lot more of a religious one.",18,0
Movies_and_TV_5,5,OR,this was a fabulous movie. wow! just a wonderful movie,10,1
Pet_Supplies_5,2,CG,"The cats like the flavor, but the cats don't like it as much. I have one cat that loves the flavor and the other cat that is a bit picky about it. The cats aren't picky about it, but they aren't going to use it.",45,0
Toys_and_Games_5,5,CG,"So far the kinds are good. The pieces are sturdy and the pieces fit well in the container.

I had to get a couple of extra pieces to keep the pieces in the container. They are still going strong. I would recommend it.This was a gift for my niece.  She loves it!  I did get a free item and it is a great gift.We love this set.  It's a great way to get some glow in the dark fun for our kids.  My son loves the little dots, and the kids love it. ",93,1
Tools_and_Home_Improvement_5,1,CG,"This spigot uses a weird little set of jaws, which is a nice bonus. I like the extra size and shape. The jaws are solid and the blade is solid. The handle is straight",34,0
Tools_and_Home_Improvement_5,5,OR,These are awesome headlamps. You could pay twice as much for lamps that don't give you as many options. Super comfortable on your head and not bulky or cumbersome. I definitely recommend these headlamps. Satisfaction guaranteed.,36,0
Home_and_Kitchen_5,4,CG,Works fine but has a small hole in the bottom. I will keep that in mind when ordering.,18,0
Sports_and_Outdoors_5,5,CG,"Easy to pack, small, light, and easy to carry.  I will keep this bag in",15,0
Pet_Supplies_5,4,CG,"I love this item but it has been a long time since I have purchased a cage. It is so small that it is a bit difficult to put together, so it is not easy to put together in the house. I will be buying another one for my two cats. I have 2 cats and I will keep them in the house and on the couch so they don't get lost in the house. I am not sure if it will last long, but I have not had any problems with the cage. I am very happy with this purchase. I highly recommend this cage. I have used it for a couple of years now and it is very sturdy. The cage is a bit small for my 18 lb. Yorkie and I had to go in with my other cat. I have used this cage for a few months now and it has held up well.",158,0
Toys_and_Games_5,5,OR,"Kuuga Rising Ultimate first off, has amazing detail. From head to toe, the figure is a work of art. Every bit of detail is painted and sculpted to the point where it really is show accurate. The sculpt is so good that even the tips of the armor that point out have sharp feel to them. Even his Arcle (the transformation belt) has ridiculously awesome detail for something so small. Articulation wise, he has the same ones as the SH Figuarts series, albeit on a smaller scale. He does have accessories: interchangeable hands (default closed fists, open relaxed hands, a thumbs up hand and a transformation related hand) and an alternate head that depicts his ""dark form."" One thing that people won't expect from this line of figures is the scale. Compared to SH Figuarts, these are almost half the size. Those used to the SH Figuarts scale may have a hard time adjusting, but it's really not that bad. Matter of fact, despite the size that this line (S.I.C.) uses, all their figures have amazing detail. The same care put into the detailing of SH Figuarts is present in this line as well. Overall, this figure is great. It's a great add to my collection. If you're a fan of the show, character, or just love collecting figures, get this, it's a solid purchase!",225,1
Tools_and_Home_Improvement_5,5,CG,"These are really great for keeping an electric bill down. I also love that they have a one-time charge.  The batteries last a long time, and the charger is very reliable.  They are great for keeping a large amount of heat from going out to the house.  I love the fact that they are portable and can be used anywhere.  I think they're great for making my woodworking projects easier.  I'm really happy with these.This is a great tool for small jobs. It works well for smaller jobs. I'm not sure why I got it for this price, but it's definitely a good value.I've used this one",107,0
Movies_and_TV_5,5,OR,"Being an educator, ironically, I didn't know if I would like this DVD because I don't teach music.  How wrong I was!  After renting the movie, I automatically signed on and logged onto Amazon to see if it was available  on the ""open market.""  This has to be one of the most  inspirational, uplifting, eye-opening movies I have observed in a very long  time.  I had limited movement due to my cat being asleep on me so the one  paper towel I did have became very wet in a short amount of time.  If you  want to see children light up and the professional community come together  for a good cause, this is the movie for you.
But remember, have lots of  tissue.",123,1
Movies_and_TV_5,5,CG,"Most people cite this one as a genius movie, which is a shame because it's been one of my favorite movies. The movie is a bit cheesy, but it's a very entertaining movie. The only complaint is that the ending is a little too long and doesn't quite follow the book. The book is a bit short and it's not as good as the movie. I'd rather watch the movie with the book or with the movie.I enjoyed this movie. I love the characters and the acting is very good. The story was very interesting and interesting. I recommend this movie to everyone.I really like this movie. It was a good movie. I love the whole concept of a terrorist being chased by a drug lord. I loved the movie. It was a good movie. I recommend this movie to everyone.I love this movie. I love the way it keeps you thinking. I really enjoyed the movie.This is a movie that is very cute and very funny.  It's funny and very good.  I was very pleased with the price of this movie.  I would have paid more for this movie, but I would have bought it for the price of a movie.  It was good, but I'm not sure I would have paid more for it.

I will say, the movie is very good.  I think the movie",228,0
Kindle_Store_5,3,OR,Sometimes you gotta let go and let time take care of matters of the heart.  Nice love story once one of the main characters wised up to take notice that all she ever needed and wanted was within an arms length away.,42,0
Home_and_Kitchen_5,1,OR,"If you can lift furniture high enough to get this product under it, you can lift it high enough to put a furniture slider under it.  I guess if you have some furniture that has a lip on it...  I found it worthless for the furniture I was trying to move.  I am a 49 yr of female who was helping my parents (mid to late 70s) move some office furniture in order to paint a room.  Since there was no lip, I just barely lifted the furniture enough for them to slide a furniture sliders underneath each corner.  I returned this for refund- it was useless to me.",109,0
Books_5,5,OR,One of my favorite series. I will be very sad when this series ends.,14,0
Pet_Supplies_5,3,OR,"I ordered this dog food because my dog didn't seem to like his other dog food and it looked very healthy. My dog liked the food, but I noticed he was losing weight. I have a Sheltie that thinks he is a Greyhound, and weight has never been an issue for him. I suppose if your pet needs to shed a few pounds this may be the food for him.",70,0
Home_and_Kitchen_5,4,CG,"The skillet, heating element, and the pan are all very sturdy.

The pan is a bit difficult to clean.  The plastic parts are very hard to clean, so it is not easy to clean either.  The pan is a bit messy.  I don't recommend using this pan for a pan that is dishwasher safe, but I don't think I will be using it for a pan that will rust.

I'm really happy with this pan.  I'm very happy with the quality of the pan, but I really don't want to spend the extra money on a pan that will rust.  This pan is a great pan.  It cooks evenly and is easy to clean.  I'm using it for my daughter's baking.  I've had no problems with the pan getting stuck on the stove top, as I have a plastic spatula that",141,0
Toys_and_Games_5,2,CG,"Woody's hat doesn't fit on it. The pieces are just too small.

The only downside is that the top is a",21,0
Clothing_Shoes_and_Jewelry_5,5,CG,"Love this! Made well, flows, looks good, and fits well.",10,1
Sports_and_Outdoors_5,5,OR,I use this every day.  Love it.  Great size.,9,0
Tools_and_Home_Improvement_5,5,OR,"I use it to tone down the lights. wouldn't use it to just brightness often. just once, and leave it alone",21,0
Pet_Supplies_5,5,OR,I bought this for my Siberian Husky puppy. I LOVE the pink color because it is bright and really stands out in the water. Our pup took to swimming so quickly that we only use this life jacket when we go kayaking. It is so easy to put on and really easy to adjust to a growing dog. I love how i can use the two top straps to pick up my dog and everything stays in place and she isn't uncomfortable. I did a lot of research before buying and I really believe this is the best and most stylish life jacket out there!,105,1
Electronics_5,5,CG,"Really easy to use, and works well.  It is a little pricey for a small screen, but is well worth the extra money.  I would recommend this product to anyone looking for a screen protector.  It will protect your screen from scratches and is very easy to install.  I highly recommend this product to anyone looking for a screen protector.",60,0
Kindle_Store_5,5,OR,"this book was a very good read. I had never read anything by Ms. Sawyer but I will again, would love to read the next in this series",28,0
Toys_and_Games_5,4,CG,"My son is very into this toy and the materials are good.  He loves the figures and the colors are bright.  I am very happy with the purchase.This is a great gift for a grandson. It was a little pricey for what it is, but it was worth it.  The 2 year old is going to love it.great quality and fast shippingThese are great! I just wish there were more colors. But for the price I expected a good product.These are great for bath time, but the little kids will get bored with them. I recommend them for a bath or playtime.A must have for any Lego enthusiast.  I bought these for my kids as Christmas gifts and they love them.  They are sturdy, cute, and I love them!  My 3 year old loves them.  I have no complaints about this.  We just love to put them together and then put them back together.  I like that they are not plastic.  They are made of good quality plastic.  They are made of durable, durable plastic.  The pieces are very durable, very strong, and I like that they have a",189,2
Movies_and_TV_5,1,OR,this is a movie that if you are a whiney self involed queen will think is tacky ad if you  like cheesy then watch it if not run away now not worht it,33,0
Sports_and_Outdoors_5,5,OR,"Note that ""adjustable"" means the fit, using hook-and-loop closures, onto the body part.  These are not the type of weights which allow addition and removal of sandbags to adjust the weight.
The outside is a lycra-type material, making the weights comfortable against the skin.  They stay on well--I use them for ankles--but are easy to get on and off.  If your exercise or physical therapy routine requires quick change of weights, I recommend these.  Switching these off with a 2-1/2 pound pair easier than adding and removing sandbags in the truly ""adjustable"" set I own.",95,0
Movies_and_TV_5,4,CG,"Definitely worth the watch. Not a bad movie, just not a lot of action.",14,0
Tools_and_Home_Improvement_5,5,OR,"These pliers are by far the best quality adjustable pliers available.  After using these, you will never use others.",19,0
Toys_and_Games_5,5,OR,"Great colors, big pieces, challenges the kids.  Great puzzle.",9,0
Tools_and_Home_Improvement_5,1,CG,"I had these and other lights on the market, and I really liked them. I was just starting to get tired of the plastic, plastic and plastic around the lights. They were so nice to have. I just bought two more for the shop. This one is still going strong. I love it. I have a few of them in the house and they are bright enough to see. I just bought a second one for the house and they are great. It's very easy to install and works great. I'm going to order another for the kids and it will be just fine.Good quality, but not bright enough.  The soft white light is great.  I am not sure why I would give this 5 stars",126,0
Sports_and_Outdoors_5,5,OR,"This bag is AMAZING!! I was looking for a bible bag for my Compact Bible and just couldn't find what I was wanting. I ran across this GREAT bag here in Amazon and thought it would be perfect size for my little bible. As it turns out, it has a place for credit cards etc. and my checkbook also fits nicely in it, along with the essentials I need when carrying my purse. So after receiving this product, it is now my purse/Bible bag. No more bulky wallet for me, this bag is like a 10 in 1, it has it all! And the price is amazing as well! My husband and I are serious considering these for Christmas gifts this year for the women/girls in the family. Great gift for a great price. Can't say enough good about this product.",141,4
Home_and_Kitchen_5,5,CG,"Really great, soft and warm. I love the feel of this blanket.",12,0
Kindle_Store_5,5,CG,"A great story from the beginning. The characters are well developed and the story is well told. The story is well written and the characters are well developed. The writing is great and the story is well told. It was a very enjoyable read.This is a good story. The characters are well developed. The story is well written. The story is well written. The story is well written. I would recommend this story to others.This book was great! It's very well written and it's very well written. The characters are very well developed and the story is well written. The author has an amazing imagination. I really enjoyed this book. I can't wait to read the next book.This book was well written and I enjoyed the story line. It was a good read and I was able to find out the future of the story. I was a little disappointed that the ending was not written well enough. I did like the characters and the story line. I really enjoyed the characters and the story line. I look forward to reading more from this author.I received this book in exchange for an honest review.

I have been waiting for a book I can't wait to read more of.

I have been waiting for a book that is perfect for me and I loved it.

The characters were so real. I love that you can't",234,1
Books_5,5,CG,"This is a short humorous, humorous book, with lots of good history and information. I would recommend this book to anyone who is interested in history and social commentary.I'm a fan of this book and I look forward to reading it again.  I love how this author gives us a real story about a family with a great history and a great family.  I think this book is a good book for anyone interested in history.  The only reason I gave it 5 stars is because I was very disappointed with the ending.  The author does a great job of giving us a real story and a real world perspective.  This book was a disappointment.  I found it hard to put down and I would definitely recommend this to any family.  I can't wait to see what happens with the other characters.This is a very good book.  I would recommend it to anyone who wants a little bit of history to read.  I would recommend it to anyone who is interested in history.I love this book.  I have read all the books in the series and would recommend this to anyone who likes historical fiction.  It is a fun",199,0
Clothing_Shoes_and_Jewelry_5,3,OR,A little more narrow than I remember them being years ago.,11,0
Electronics_5,3,OR,"As a fan, it does the job, but rather loudly. If you're looking for a silent rig, these are not for you.",22,0
Kindle_Store_5,5,OR,"I was quite spell-bound about this book. God uses ordinary people to do extraordinary things. The lessons learned indicate that God is so alive today and speaks through his Word. Why did God use this child, one would want to know, but God uses us everyday to share his word. We are sometimes afraid to speak to others concerning how God works. I went to the website and listened to Ms. Brown share the story. As the story progressed, the reader is praying for a miracle to take place and Tara is healed completely but God had different plans.",99,0
Tools_and_Home_Improvement_5,3,CG,"4-5 star review for this product. The quality is good, it's simple to install and the extra batteries are great. The only thing I can say is that if you are looking for a quality product, this is it. I would recommend it.I bought this to replace a broken one I had.  I love the color",56,0
Sports_and_Outdoors_5,5,CG,"Not much to say here: this is the only one I've tried.

The only downside is that it's very hard to mount.  The ring itself is a bit loose and that means it won't fit in the pocket.  Otherwise it is very secure.  The only downside is that it's a bit loose and it can be difficult to hold it in your hand.

Overall, I'm very happy with this holster.  I like that it's not too tight and that it's not too stiff.  I've only used it with a holster that was a little too tight and it still worked great.

If you want a",105,0
Movies_and_TV_5,1,OR,"Tried to watch this right after The Gathering Storm, turned it off about 20 minutes in. Brendan Gleeson's mumbling was too much to make the movie enjoyable. If Albert Finney could be understood with a cigar in his mouth, can't understand Mr Gleeson's failure with nothing in his. He tried to hard.",52,0
Home_and_Kitchen_5,5,OR,Very pleased with the product. Arrived in a timely manner. Exactly as shown.,13,0
Books_5,4,CG,"Not my usual fare, but this book kept me engaged. I will keep my eyes peeled for the next book from B. B. King. The characters were well developed and I enjoyed the story. It is a good read. I can't imagine what to say about this book. I'm not a fan of most of the books in the series. But I love this one. This book is a must read for any fan of all time. I'm not going to spoil it for you, but I will say that it is a well written book. You will not be disappointed. I have read all of the James Patterson novels and this is the first I have read. I couldn't put it down and I can't wait to see what happens next. This book is the best of the series. I would recommend it to anyone who likes Patterson novels. A perfect addition to any library. I recommend this book to anyone who likes to read and enjoy books that are not about animals.",174,0
Clothing_Shoes_and_Jewelry_5,5,CG,"Good shoes, very comfortable out of the box.  I've worn them for a couple of hours.  They have the best support, and they're light and comfy.  I'm 5'3"" and weigh 180",31,0
Toys_and_Games_5,5,OR,"I bought this for a little girl's birthday and it was a huge success. The additional styling tools are okay, but really I payed the extra money for this doll versus the one without the additional tools because this one has a better dress that is a little truer to the actual Elsa dress with the sheer over-lay.",58,0
Kindle_Store_5,4,CG,"Great story, I loved both characters. The chemistry between them was hot and steamy. I just wanted to read more about the people, places and people that we met in the book. The story was well written and kept me engaged.I absolutely loved this book! I was given this book by",51,1
Sports_and_Outdoors_5,4,OR,I love these shorts however sometimes it does pinch and it has to be readjusted.,15,0
Books_5,3,OR,"Cary Grant was gorgeous, suave, a very good actor, and at times could be a controlling and confused man. Dyan Cannon writes about Mr. Grant with openness, and yes, is is HER autobiography as well as his biography in a sense. Covering the years from her start in Hollywood to just about the current day, Ms. Cannon does not hold back in her analysis of what made Mr. Grant tick. Having read several books by other authors, and having a film history background, there was little in the book that made me doubt Ms. Cannon's veracity. Cary Grant was open about his LSD experimentation and was constantly searching for depth and meaning in his personal life and retired at probably just the perfect moment; before his looks were regarded as passes to 1960s filmgoers and just as he himself was growing bored with his work.

The latter part of the book focuses on the repercussions of her marriage and life with Cary Grant and much was new and enlightening. (I do not spoil plots or details). A loving mother, continuing to act and work in films, Dyan Cannon has written a very good addition to the Hollywood biography canon.",199,0
Tools_and_Home_Improvement_5,5,CG,"You won't go wrong purchasing this set, as long as you keep your hands clean.Very nice.I bought this for a friend, and he is a very nice person.  He is very happy with it.  I am a bit skeptical about the price, as it is not the best price.  I have the most expensive knives in the world, but I am really happy with it.  This knife is a little bit pricey, but I like that it is not expensive.  I do wish it were made of plastic, as it is",91,0
Electronics_5,5,CG,"Replaced an Arock board, that had an AC adapter, which was a nice upgrade.",14,0
Electronics_5,4,OR,Not as substantial as I would have selected but adequate for my job,13,0
Kindle_Store_5,2,OR,"The author tried to make the mystery/romance novel cute, but I could not really get into the book. Would not really recommend.",22,0
Kindle_Store_5,5,OR,Love this story!!! It was different then the other stories that is in this series in that had a lot of humor. I  couldn't stop reading!!!,26,6
Books_5,4,CG,I like it. Very detailed and interesting.I really enjoyed this book.  It's been a long time since I,18,0
Movies_and_TV_5,4,CG,"This movie is basically two people who are trying to make a living. One is a person who is self-conscious about the fact that his life is around him, and the other is a person who is afraid of him. Both of them have some kind of problem with the fact that they are a woman and have to do it because they can't work. I think that if you are a woman who has to deal with the fact that you have to work, then you will have to do something about it. You have to work, and you have to work, and you have to work. In the beginning, you are a woman and you have to work. You have to work, and you have to work. You have to work, and you have to work. You have to work, and you have to work. You have to work, and you have to work. You have to work, and you have to work. You have to work, and you have to work. You have to work, and you have to work. You have to work, and you have to work. You have to work, and you have to work. You have to work, and you have to work. You have to work, and you have to work. You have to work, and you have to work. You have to work, and you have to work. You have to work, and you have to work. You have to work, and you have to work.",255,0
Books_5,4,CG,"Super color and helps. Leather, an alloy of materials and a cold steel, is the only one",17,0
Electronics_5,2,CG,Thre of them in one go. The only problem is that it's kind of hard to find,17,0
Tools_and_Home_Improvement_5,2,OR,"Disappointed.  It would not split some logs I could split with a maul.  The motor takes a couple seconds to spool up for each stroke, which is annoying.  The design requiring both hands to engage probably keeps some lawyer happy somewhere but is very clumsy to operate.",47,0
Home_and_Kitchen_5,4,OR,"I bought 2 and they are functional but made from cheaper material than I expected.

This isn't a deal breaker for me, but be forewarned, they seem to be made out of aluminum that is only slightly thicker than a disposable casserole pan (that can be purchased from the grocery store).

Sense I bought these strictly for functionality, and not for their aesthetic appeal; and, being that they were $6.40 each, I am pleased with my purchase and will be keeping them.

If you are looking for something fancy, this probably isn't for you. If however you are looking for an inexpensive way to contain grease splatter, then you will be pleased with this product.",115,0
Sports_and_Outdoors_5,5,CG,"Don't buy expensive poles, these are a great quality and comfortable for the money. I would recommend to anyone who wants a good pole, but want to have a solid solid pole. I like it.",35,0
Tools_and_Home_Improvement_5,3,OR,"I have my chains sharpened professionally when they begin to cut crooked due to uneven wear.  Otherwise, I touch them myself as soon as they fail to cut uniform shavings.  This usually occurs after about an hour of cutting hardwoods or two hours of softwoods.  If the bar gets into the dirt or you hit a nail you will be sharpening even sooner.  You can either carry several chains to get you through the day or be prepared to touch them up on the bar.

I prefer to touch up my own chains because the saw shops usually take off about 2MM of steel when they sharpen.  At that rate, a chain does not last very long.  If you touch up your own chains when they first begin to dull, you will only take off a few thousandths of an inch.

This tool works well if you gauge the grinder off of the tooth as described in some of the other posts.  The problem is powering the grinder while in the field.  Cordless grinders don't hold a charge very long so you need to carry extra batteries.  Corded grinders need a place to be plugged in.  Either solution limits you mobility.

I prefer the ""Oregon"" brand file and gauge.  No electricity required and it easily goes in your thigh pocket or field kit.  Only one or two strokes per tooth needed for a touch-up and you are back to work.  The gauge make it easy for even a neophyte to maintain proper tooth shape and depth.",256,0
Tools_and_Home_Improvement_5,1,CG,Did not work well at all. The only reason I did not rate this is because I just wanted a,20,0
Clothing_Shoes_and_Jewelry_5,5,CG,I'm so happy I didn't have to wear the knee pads.  I also have a wide,16,0
Books_5,5,OR,"Absolutely mind bogglingly superb!! What a collection of alien life forms!! Foster is insane, and I hope he stays that day for a long, long, long, long time, and continues to share that magnificent insanity with us!",37,5
Pet_Supplies_5,1,OR,"This product claims to be a large bowl but I can't even fit my fist into it, my bulldog could use this as a muzzle.  It's picturesd with a Lab dog my dog is smaller than most Lab dogs.",39,0
Books_5,5,CG,Love reading the Outlander books.  I love the writing.  The plot is just amazing. ,14,0
Electronics_5,4,OR,"Nice case.  Basic black leather feels plastic - gy, stiff, but should provide a strong protection.  Fits my Galaxy Note pro 12.2 with keyboard.",24,0
Electronics_5,5,OR,"Works amazing!
This is the most inexpensive electronic technology I think I have ever bought and yet the best results. my house is large (twice the average home) and I only had coverage within one part of the house. after installing this unit I have a strong signal around my entire house and all the way out around the perimeter of the house in a 3/4 acre lot.
another feature worth mentioning is that when you move it and replace it at a different outlet or a power outage occurs it resets automatically within less than 2 minutes.",98,1
Home_and_Kitchen_5,3,OR,Love the print and color of these rugs but they are very very thin. Great accent pieces but the runner is an unusual size and the small area rug is very small.,32,0
Pet_Supplies_5,5,CG,"My dog is picky about treats.  She's a picky eater, so I'm pretty",13,0
Movies_and_TV_5,5,CG,"I was very pleased to find this movie as well. I saw it for the first time last night and I am very happy I did.  The acting was superb. The story line was believable and well told.  The acting was good.  I liked the movie.  The acting was a bit too predictable.  I also liked the fact that it was a comedy.  I liked the fact that the story line was pretty accurate.  I thought that the acting was better than the story line.  The acting was great.  I'm not sure why the movie was so difficult to watch and the story line was so well-written.  I'm not sure if I'll ever watch this again.  The acting was good.  I didn't like the fact that it was a comedy.  I guess that's the reason I gave this movie 5 stars.

I recommend this movie to anyone who likes comedy and is looking for a good story line.  This is a great movie",163,0
Electronics_5,5,CG,The lights work great. It looks great and the materials are good. I also like the fact that the bottom is adjustable. The front of the camera is adjustable and the back is adjustable. The only thing I wish it had been a little bit wider was,47,0
Pet_Supplies_5,3,OR,"Nice idea but flimsy in construction.  Given that you're trying to control your dog, the dog pulls or tries to get it off by pawing his face, the strap and plastic construction are way too flimsy.  I would rather pay more and have a quality product.  Nice concept, low quality.",50,0
Toys_and_Games_5,5,CG,Love the watch and GPS.  Great addition to my collection of wristbands!This is a pretty,15,1
Pet_Supplies_5,4,OR,"It took about 10 minutes of grunting and tugging and bending of the nylon rods that run lengthwise on each side of the roof. However, now that it's put together, I'm very impressed with it. Getting my kitty into it is a different matter. Unlike those hard plastic carriers, this entire pack is made out of stuff a cat can grip with its claws making getting an uncooperative cat into it darn nigh impossible.",74,0
Clothing_Shoes_and_Jewelry_5,5,OR,He loves this shirt.  It is cooler than the t-shirt he usually wears and it travels well.,17,0
Clothing_Shoes_and_Jewelry_5,5,CG,"I usually never buy my usual size, but this is a perfect fit for me. I'm 5'10"" and it fits perfectly. The material is soft, so it doesn't slip down. I wear it in the winter, and it's warm and cozy. I would definitely buy more.I love these shoes!  I have had many pairs of these since I",58,1
Home_and_Kitchen_5,5,CG,OXO products never disappoint. We have had the best of them all. They are strong and sturdy.,17,0
Movies_and_TV_5,3,OR,good memories of an old program I used to enjoy.  Acting and stories are a bit dated but I enjoyed them nonethelessa,22,0
Tools_and_Home_Improvement_5,5,OR,"I have been using the crap out of this tool here in Afghanistan, and it haven't dissapointed me at all.",20,0
Kindle_Store_5,3,CG,"This collection is okay.  Not a whole lot of detail but it's still a good read.  I read it in one sitting, I can't wait to read the next one.  I recommend this collection.  I'm a fan.This is a good story. The characters are well developed. The story is well written and the story is very well told. The ending is satisfying and I can't wait to read the next installment.I enjoyed this book. I love how the author wrote the description of the scene. The story was interesting and I liked how the characters were able to come to their senses. I really liked the characters. I can't wait to read the next book.This book was well written and I enjoyed the characters. I didn't like how it was labeled. I wish there would have been more information on the book about the next book.This is the first book I have read from this author and I am looking forward to reading the rest of her books. The characters were good and the story was well written. I would recommend this to anyone who enjoys a good romance with a good story line. I would also recommend this book to anyone who likes to have a good romance with a good story line.I liked this book a lot.  I liked the idea that the author was trying to tell a story and not a whole lot about it.  It was a good read.  I really liked the story.I liked the way the story progressed and the characters.  It was a fun read.I enjoyed this book.  I liked the storyline and the characters.",273,0
Clothing_Shoes_and_Jewelry_5,5,CG,"I believe that as I go to the gym, I will need to make sure I get the correct",19,0
Toys_and_Games_5,4,OR,Only reason i gave it a four star instead of a five star is because the box smelt of ciggeret smoke an the box looked like someome tryed breaking into. (This is rite after the ups guy droped it off to me so i no it wasent a neibor trying to steal.) The dolls seems to be okay. i no my fouryear old will still loveit an be excites but i do wish the packaging wasent so juunky looking,79,0
Kindle_Store_5,4,OR,I felt this was a well written story with good grammar and structure. Riley started out as a typical woman who worried too much about what others would think. As the story progresses you see her coming into her own. Jensen was as a typical bad boy in the military. For a short story the author did great giving both characters a nice back story.,65,0
Movies_and_TV_5,5,CG,"I actually thought this new film was a bit too violent for my taste, but I was just blown away by how the film manages to capture the emotions of a couple of the characters. The film is well done and in good hands, and it's definitely worth watching.The series was cancelled by a network after only three seasons. I'm not sure if it was due to the fact that I was watching the same series over and over and over, or if it was because I was watching it for the first time. The series has been canceled, and I haven't watched it since. I'm glad I bought it, because it was a good show. I'm glad I bought it, because it was a good show. I'm glad I bought it, because it was a good show. I'm glad I bought it, because it was a good show. I'm glad I bought it, because it was a good show. I'm glad I bought it, because",166,0
Tools_and_Home_Improvement_5,5,CG,Very nice shelf and the material is well made. Very good quality. Nice little light.,15,0
Sports_and_Outdoors_5,5,CG,"These were a gift for a friend and they were a good purchase.Nice bag for the price.I bought this for a friend,",22,0
Clothing_Shoes_and_Jewelry_5,2,CG,"Fit as expected, but you can't go wrong with these.

The only reason I ordered the other pair was that",20,0
Toys_and_Games_5,4,CG,My son loves the light up colors and the wooden trains. We also have the Clue train set so we can play with our younger children and have a great time. This is a great toy and we will be using it for years to come.,46,0
Electronics_5,5,CG,This is the second one that I have bought and it is a nice little bag. I just wanted a pair of ear buds for my office and,28,0
Home_and_Kitchen_5,5,OR,"Excellent mug, great detail, just as pictured and just as described, works as expected",14,0
Sports_and_Outdoors_5,5,OR,"I own several of these and all I can say is that they work great.  I've used them for over a year and have had no issues whatsoever.
I use them for camping hunting fishing and just everyday use, never disappointed.  They hold color, don't bleed in wash, and have many no traditional uses, whatever you can think of using it for, it doesn't disappoint.",65,0
Electronics_5,5,OR,"This case has held up for about 8 months with two little male monsters. It has been dropped, thrown, drug, bounced, tossed, tickled, abused, hit, kicked, stood on, and fought over on a daily basis. Now that I write this review I'm starting to think that two-year-olds should not have an iPad. However, if you are nuts like me you can rest assured knowing that your iPad will survive anything your kids can throw at it.",76,0
Electronics_5,3,CG,This didn't last as long as I expected.  I've had mine for a couple of years,16,0
Sports_and_Outdoors_5,3,CG,I bought 2 of these. They fit well and feel comfortable. The only reason I ordered 2 is because I had a bad run. The ring was not secure. The edge of the ring is not where it should be. If it was secure it would have been a little more comfortable.,52,0
Tools_and_Home_Improvement_5,5,CG,Bought this pump for new plumbing fixtures and the finish is good.  The pump is strong and the finish is fine.  I am using it for the first time in,30,0
